Name	MOA	Target	Phase
methanesulfonyl-fluoride	acetylcholinesterase inhibitor	ACHE	Phase 2
methantheline	acetylcholine receptor antagonist	CHRM1, HRH2	Launched
methapyrilene	histamine receptor antagonist	HRH1	Withdrawn
metharbital	GABA receptor modulator	CHRNA4, CHRNA7, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA2, GRIK2	Launched
methazolamide	carbonic anhydrase inhibitor	CA1, CA12, CA14, CA2, CA4, CA7	Launched
methenamine	bacterial DNA inhibitor		Launched
methiazole	anthelmintic agent		Preclinical
methicillin	bacterial cell wall synthesis inhibitor		Launched
methimazole	antithyroid agent	TPO	Launched
methionine		BHMT, BHMT2, METAP2, MTR, MTRR	Launched
methiopril	angiotensin converting enzyme inhibitor	ACE	Phase 2
methocarbamol	muscle relaxant	CA1	Launched
methoprene-(s)			Preclinical
methotrexate	dihydrofolate reductase inhibitor	DHFR	Launched
methoxamine	adrenergic receptor agonist	ADRA1A, ADRA1B, ADRA1D	Launched
methoxsalen	DNA synthesis inhibitor	CYP1A1, CYP1A2, CYP2A13, CYP2A6, CYP3A4	Launched
methoxyamine	DNA repair enzyme inhibitor	APEX1	Phase 2
methoxyflurane	membrane permeability inhibitor	ATP2C1, ATP5D, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GLRA1, GLRB, GRIA1, KCNA1, MT-ND1	Launched
methoxyphenamine	adrenergic receptor agonist		Launched
methscopolamine	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3	Launched
methsuximide	T-type calcium channel binder	CACNA1G, CACNA1H, CACNA1I	Launched
methyclothiazide	chloride reabsorption inhibitor	CA1, CA2, CA4, SLC12A1, SLC12A3	Launched
methyl-aminolevulinate	oxidizing agent	FCGR1A, FECH	Launched
methyl-nicotinate			Phase 2
methyl-salicylate			Launched
methylatropine-nitrate	acetylcholine receptor antagonist	CHRM1	Preclinical
methylbenzethonium-chloride	other antibiotic		Preclinical
methyldopa	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, DDC	Launched
methyldopate			Launched
methylene-blue	guanylyl cyclase inhibitor, nitric oxide production inhibitor	ACHE	Launched
methylergometrine	dopamine receptor antagonist, serotonin receptor antagonist	DRD1, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C	Launched
methyllycaconitine	acetylcholine receptor antagonist	CHRNA7	Preclinical
methylnaltrexone	opioid receptor antagonist	OPRD1, OPRK1, OPRM1	Launched
methylparaben	other antifungal		Launched
methylphenidate	dopamine-norepinephrine reuptake inhibitor	SLC6A2, SLC6A3, SLC6A4	Launched
methylprednisolone	glucocorticoid receptor agonist	NR3C1	Launched
methylprednisolone-aceponate	anti-inflammatory agent, glucocorticoid receptor agonist	NR3C1	Launched
methylprednisolone-sodium-succinate	glucocorticoid receptor agonist		Launched
methylthiouracil			Launched
methysergide	serotonin receptor antagonist	HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7	Launched
meticrane	diuretic		Launched
metipranolol	adrenergic receptor antagonist	ADRB1, ADRB2	Withdrawn
metirosine	tyrosine hydroxylase inhibitor	TH	Launched
metitepine	anti-HCVE2	HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7	Preclinical
metixene	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5	Launched
metoclopramide	dopamine receptor antagonist, serotonin receptor antagonist	CHRM1, DRD2, HTR3A, HTR3B, HTR4	Launched
metocurine	acetylcholine receptor antagonist	CHRM2, CHRNA2	Launched
metolazone	carbonic anhydrase inhibitor	SLC12A3	Launched
metoprolol	adrenergic receptor antagonist	ADRB1, ADRB2	Launched
metoxibutropate	cyclooxygenase inhibitor	PTGS1, PTGS2	Launched
metrifonate	acetylcholinesterase inhibitor	ACHE	Phase 3
metrizamide	radiopaque medium		Launched
metrizoic-acid	radiopaque medium		Launched
metronidazole	DNA inhibitor	CYP2C9, CYP3A4	Launched
metyrapone	cytochrome P450 inhibitor	CYP11B1	Launched
mevalonic-d,-l-acid-lactone			Preclinical
mevastatin	HMGCR inhibitor	HMGCR	Preclinical
mexeneone			Preclinical
mexiletine	sodium channel blocker	AHR, SCN4A, SCN5A	Launched
mezlocillin	bacterial cell wall synthesis inhibitor		Launched
ME0328	PARP inhibitor	PARP3	Preclinical
MF-101	estrogen receptor agonist	CYP19A1, XDH	Phase 3
MG-132	proteasome inhibitor	PSMB1	Preclinical
MG-624	acetylcholine receptor antagonist	CHRNA7	Preclinical
MGCD-265	VEGFR inhibitor	AXL, MET	Preclinical
MI-14	PI4K inhibitor	PI4KB	Preclinical
mianserin	serotonin receptor antagonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD5, HRH1, HRH2, HRH4, HTR1A, HTR1F, HTR2A, HTR2B, HTR2C, HTR6, HTR7, OPRK1, SLC6A2, SLC6A3, SLC6A4	Launched
mibampator	glutamate receptor modulator	GRIA1	Phase 2
mibefradil	T-type calcium channel blocker	ANO1, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, CATSPER1, CATSPER2, CATSPER3, CATSPER4	Withdrawn
micafungin	fungal 1,3-beta-D-glucan synthase inhibitor		Launched
miconazole	bacterial cell wall synthesis inhibitor	KCNH2, KCNH6, KCNH7, KCNMA1, KCNMB1, KCNMB2, KCNMB3, KCNMB4, KCNN1, KCNN2, KCNN3, KCNN4, NOS2, NOS3, TRPM2, TRPV5	Launched
micronomicin	protein synthesis inhibitor		Launched
midafotel	glutamate receptor antagonist	GRIN2A, GRIN2B, GRIN2C, GRIN2D	Phase 3
midecamycin	protein synthesis inhibitor		Launched
midodrine	adrenergic receptor agonist	ADRA1A, ADRA1B, ADRA1D	Launched
midostaurin	FLT3 inhibitor, KIT inhibitor, PKC inhibitor	FLT3, PRKCG	Launched
mifepristone	glucocorticoid receptor antagonist, progesterone receptor antagonist	AR, NR1I2, NR3C1, PGR	Launched
mifobate	PPAR receptor antagonist	PPARG	Phase 2
miglitol	glucosidase inhibitor	GAA, GANAB, GANC, MGAM	Launched
miglustat	Glycosyl transferase inhibitor	UGCG	Launched
milacemide	monoamine oxidase inhibitor	MAOB	Phase 3
milnacipran	serotonin–norepinephrine reuptake inhibitor (SNRI)	GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, SLC6A2, SLC6A4	Launched
milrinone	phosphodiesterase inhibitor	PDE2A, PDE3A, PDE3B, PDE5A	Launched
miltefosine	membrane integrity inhibitor	PLA2G1B	Launched
mimosine	DNA replication inhibitor	CCL2, SHMT1, SHMT2, TYR	Preclinical
minaprine	serotonin reuptake inhibitor	ACHE, CHRM1, DRD1, DRD2, HTR2A, HTR2B, HTR2C, MAOA, SLC6A4	Withdrawn
minerval	FAAH inhibitor		Phase 1/Phase 2
minocycline	bacterial 30S ribosomal subunit inhibitor	ALOX5, CASP1, CASP3, CYCS, IL1B, MMP9, VEGFA	Launched
minodronic-acid	bone resorption inhibitor	FDPS, GGPS1	Launched
minoxidil	KATP activator, Kir6 channel (KATP) activator, vasodilator	ABCC9, KCNJ1, KCNJ10, KCNJ11, KCNJ8, PTGS1	Launched
miocamycin	other antibiotic		Launched
MIRA-1	apoptosis stimulant		Preclinical
mirabegron	adrenergic receptor agonist	ADRB1, ADRB2, ADRB3	Launched
mirin	MRE11A exonuclease inhibitor	MRE11A	Preclinical
miriplatin	DNA synthesis inhibitor		Launched
mirodenafil	phosphodiesterase inhibitor	PDE5A	Launched
mirtazapine	adrenergic receptor antagonist, serotonin receptor antagonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, DRD1, DRD2, DRD3, DRD5, HRH1, HRH3, HTR2A, HTR2B, HTR2C, HTR3A, HTR7, OPRK1, SLC6A2, SLC6A3, SLC6A4	Launched
misonidazole			Phase 3
misoprostol	prostanoid receptor agonist	PTGER2, PTGER3, PTGER4, PTGIR	Launched
mitiglinide	insulin secretagogue	ABCC8, KCNJ10, PPARG	Launched
mitoflaxone	antitumor agent	VWF	Phase 2
mitomycin-c	DNA alkylating agent, DNA synthesis inhibitor		Launched
mitotane	antineoplastic agent	CYP11A1, CYP11B1, ESR1, FDX1	Launched
mitoxantrone	topoisomerase inhibitor	TOP2A	Launched
mivacurium	acetylcholine receptor antagonist	BCHE, CHRM2, CHRM3, CHRNA2	Launched
mivobulin	microtubule inhibitor		Preclinical
mizolastine	histamine receptor antagonist	HRH1	Launched
mizoribine	immunosuppressant, inosine monophosphate dehydrogenase inhibitor	IMPDH1	Launched
MJ-15	cannabinoid receptor antagonist	CNR1	Preclinical
MK-0354	niacin receptor agonist	HCAR2, HCAR3	Phase 2
MK-0752	gamma secretase inhibitor		Phase 1/Phase 2
MK-0773	androgen receptor modulator	AR	Phase 2
MK-0812	CC chemokine receptor antagonist	CCR2	Phase 2
MK-0893	glucagon receptor antagonist	GCGR	Phase 2
MK-1775	WEE1 kinase inhibitor	WEE1	Phase 2
MK-2048	HIV integrase inhibitor		Preclinical
MK-2206	AKT inhibitor	AKT1, AKT2, AKT3	Phase 2
MK-2295	TRPV antagonist	TRPV1	Phase 2
MK-2461	FGFR inhibitor, VEGFR inhibitor	FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, KDR, MERTK, MET, MST1R, NTRK1, NTRK2, PDGFRB	Phase 1/Phase 2
MK-2894	prostaglandin inhibitor	PTGER4	Preclinical
MK-3207	calcitonin antagonist	CALCA	Phase 2
MK-3697	orexin receptor antagonist	HCRTR2	Phase 2
MK-5046	bombesin receptor agonist	BRS3, GRPR, NMBR	Preclinical
MK-5108	Aurora kinase inhibitor	AURKA, AURKB, AURKC	Phase 1
MK-571	leukotriene receptor antagonist	ABCC2, CYSLTR1	Phase 2
MK-6096	orexin receptor antagonist	HCRTR1, HCRTR2	Phase 2
MK-8033	c-Met inhibitor	MET	Phase 1
MK-8245	stearoyl-CoA desaturase inhibitor	SCD	Phase 2
MK-8745	Aurora kinase inhibitor	AURKA	Preclinical
MKT-077	HSP inhibitor		Phase 1
MK2-IN-1	MAP kinase inhibitor	MAPKAPK2	Preclinical
ML-10302	serotonin receptor partial agonist	HTR3A, HTR3B, HTR4	Preclinical
ML-141	GTPase inhibitor	CDC42	Preclinical
ML-179	liver receptor homolog inverse agonist	NR5A2	Preclinical
ML-193	G protein-coupled receptor antagonist	GPR55	Preclinical
ML-213	potassium channel activator	KCNQ4	Preclinical
ML-218	T-type calcium channel binder	CACNA1G, CACNA1H, CACNA1I	Preclinical
ML-228	hypoxia inducible factor activator	HIF1A	Preclinical
ML-277	potassium channel activator	KCNQ1	Preclinical
ML-281	serine/threonine kinase inhibitor	STK33	Preclinical
ML-297	inward rectifier potassium channel activator	KCNJ3	Preclinical
ML-298	phospholipase inhibitor	PLD2	Preclinical
ML-323	ubiquitin specific protease inhibitor	USP1	Preclinical
ML-3403	MAP kinase inhibitor	CYP3A4, MAPK11, MAPK12, MAPK14	Preclinical
ML-348	lysophospholipase inhibitor	LYPLA1	Preclinical
ML-365	potassium channel blocker	KCNK3, KCNK9	Preclinical
ML-786	RAF inhibitor	BRAF, RAF1	Preclinical
ML-9	myosin light chain kinase inhibitor	TRPC6	Preclinical
MLN-8054	Aurora kinase inhibitor	AURKA	Phase 1
MLN0128	mTOR inhibitor	MTOR, PIK3CA, PIK3CD, PIK3CG	Phase 2
MLN1117	PI3K inhibitor	PIK3CA	Phase 1/Phase 2
MLN2480	RAF inhibitor		Phase 1
MLN9708	proteasome inhibitor		Phase 3
ML130	NOD1 inhibitor		Preclinical
ML133	potassium channel blocker		Preclinical
ML161	protease-activated receptor inhibitor		Preclinical
ML167	CLK inhibitor, DYRK inhibitor	CLK4, DYRK1B	Preclinical
ML204	transient receptor potential channel antagonist	TRPC4, TRPC5	Preclinical
ML314	neurotensin agonist	NTSR1	Preclinical
ML324	histone lysine demethylase inhibitor	KDM4A	Preclinical
ML347	ALK tyrosine kinase receptor inhibitor	ACVR1, ACVRL1, BMPR1A	Preclinical
MM-102	WDR5/MLL interaction inhibitor		Preclinical
MM-11253	retinoid receptor antagonist	RARG	Preclinical
MMPX	phosphodiesterase inhibitor		Preclinical
MM77	serotonin receptor antagonist	HTR1A	Preclinical
MN-64	tankyrase inhibitor	TNKS	Preclinical
MNITMT	lymphocyte inhibitor		Preclinical
MNS-(3,4-Methylenedioxy-nitrostyrene)	src inhibitor, syk inhibitor	SRC, SYK	Preclinical
mocetinostat	HDAC inhibitor	HDAC1, HDAC11, HDAC2, HDAC3	Phase 2
moclobemide	monoamine oxidase inhibitor	MAOA, MAOB	Launched
modafinil	adrenergic receptor agonist	ADRA1B, SLC6A3	Launched
modaline			Preclinical
moexipril	angiotensin converting enzyme inhibitor	ACE, ACE2	Launched
mofegiline	monoamine oxidase inhibitor	MAOA, MAOB	Phase 1
mofezolac	cyclooxygenase inhibitor	PTGS1	Launched
moguisteine	ATP-sensitive potassium channel inhibitor		Phase 2
molidustat	hypoxia inducible factor inhibitor	EGLN2	Phase 2
molindone	dopamine receptor antagonist	CHRM1, DRD2, HRH1, HTR1A, HTR2A	Launched
molsidomine	guanylate cyclase stimulant	GUCY1A3	Launched
mometasone	glucocorticoid receptor agonist	NR3C1	Launched
mometasone-furoate	glucocorticoid receptor agonist	NR3C1	Launched
monastrol	kinesin inhibitor	KIF11	Preclinical
monensin	bacterial permeability inducer		Launched
monobenzone	melanin inhibitor	TYR	Launched
monoctanoin			Launched
monosodium-alpha-luminol			Launched
monostearin			Preclinical
montelukast	leukotriene receptor antagonist	ALOX5, CYSLTR1	Launched
moprolol	adrenergic receptor antagonist		Launched
moracizine	sodium channel blocker	SCN5A	Launched
morantel	acetylcholine receptor agonist		Launched
morin	cytochrome P450 inhibitor	ADORA2A, ESR2, FASN, MCL1, SLC22A12	Preclinical
morinidazole	other antibiotic	CYP51A1	Launched
morniflumate	anti-inflammatory agent		Launched
moroxydine	antiviral		Launched
mosapride	serotonin receptor agonist	HTR4	Launched
motesanib	KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor	FLT1, FLT4, KDR, KIT	Phase 3
motolimod	toll-like receptor agonist	TLR8	Phase 1/Phase 2
moxalactam	bacterial cell wall synthesis inhibitor		Launched
moxaverine	phosphodiesterase inhibitor		Launched
moxidectin	chloride channel antagonist		Launched
moxifloxacin	bacterial DNA gyrase inhibitor	TOP2A	Launched
moxisylyte	adrenergic receptor antagonist		Withdrawn
moxonidine	imidazoline receptor agonist	ADRA2A, ADRA2B, ADRA2C	Launched
mozavaptan	vasopressin receptor antagonist	AVPR1A, AVPR1B, AVPR2	Launched
MPEP	glutamate receptor antagonist	GRM1, GRM4, GRM5	Preclinical
MPI-0479605	mitotic kinase inhibitor	TTK	Preclinical
Mps-BAY-2a	monopolar spindle 1 kinase inhibitor	TTK	Preclinical
Mps1-IN-1	monopolar spindle 1 kinase inhibitor	TTK	Preclinical
Mps1-IN-5	protein kinase inhibitor		Preclinical
MR-16728	acetylcholine release enhancer		Preclinical
MR-948	thromboxane synthase inhibitor	TBXAS1	Phase 1
MRK-016	GABA receptor inverse agonist	GABRA1, GABRA2, GABRA3, GABRA5	Phase 1
MRK-409	benzodiazepine receptor agonist		Phase 1
MRK-560	gamma secretase inhibitor	APP	Preclinical
MRS-1220	adenosine receptor antagonist	ADORA2B, ADORA3	Preclinical
MRS-3777	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3	Preclinical
MRS1334	adenosine receptor antagonist	ADORA3	Preclinical
MRS1845	calcium channel blocker		Preclinical
MRS2578	purinergic receptor antagonist	P2RY6	Preclinical
MRS3777	adenosine receptor antagonist	ADORA2A	Preclinical
MSX-122	CC chemokine receptor antagonist	CXCR4	Phase 1
MTPG	glutamate receptor antagonist	GRM2, GRM3	Preclinical
mubritinib	protein tyrosine kinase inhibitor	EGFR, ERBB2	Phase 1
mupirocin	isoleucyl-tRNA synthetase inhibitor		Launched
muscimol	benzodiazepine receptor agonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRR1, GABRR2, GABRR3	Phase 1
MUT056399	FABI inhibitor		Phase 1
MY-5445	phosphodiesterase inhibitor, platelet aggregation inhibitor	PDE5A	Preclinical
mycophenolate-mofetil	dehydrogenase inhibitor, inositol monophosphatase inhibitor	IMPDH1, IMPDH2	Launched
mycophenolic-acid	dehydrogenase inhibitor, inositol monophosphatase inhibitor	IMPDH1, IMPDH2	Launched
myricetin	androgen receptor agonist, cytochrome P450 inhibitor	PIK3CG	Preclinical
myricitrin	PKC inhibitor	NOS1, PRKCA	Preclinical
myristyl-nicotinate	topical sunscreen agent		Phase 1
M8-B	transient receptor potential channel antagonist	TRPM8	Preclinical
N-(2-chlorophenyl)-2-({(2E)-2-[1-(2-pyridinyl)ethylidene]hydrazino}carbothioyl)hydrazinecarbothioamide			Preclinical
N-[2-(Piperidinylamino)ethyl]-4-iodobenzamide	sigma receptor ligand		Preclinical
N-acetyl-D-glucosamine		B4GALT1, B4GALT2, B4GALT3, B4GALT4, NAGK, NAGLU, NAGPA, RENBP	Phase 2/Phase 3
N-acetyl-tyrosine			Launched
N-acetylcarnosine			Phase 2
N-acetylglycyl-D-glutamic-acid	glutamate receptor agonist		Preclinical
N-acetylmannosamine		CHIT1	Phase 1
N-acetyltryptamine	melatonin receptor agonist		Preclinical
N-alpha-Methylhistamine-dihydrochloride	histamine receptor agonist	HRH4	Phase 3
N-benzylnaltrindole	opioid receptor antagonist		Preclinical
N-cyanopyrrolidine		CTSK	Preclinical
N-demethylantipyrine			Preclinical
N-hydroxynicotinamide			Preclinical
N-methyl-(-)ephedrine-[1r,2s]			Preclinical
N-methylformamide			Phase 2
N-methyllidocaine-iodide	antiarrhythmic medication		Preclinical
N-methylpyrrolidone			Phase 1
N-methylquipazine	serotonin receptor agonist	HTR1A, HTR1D, HTR2A, HTR2B, HTR2C, HTR3A, HTR3B, HTR6, SLC6A4	Preclinical
N-MPPP	opioid receptor agonist		Preclinical
N-oxydiethylenebenzothiazole-2-sulfenamide			Preclinical
N-salicoylaminophenol	ribonucleotide reductase inhibitor		Preclinical
NAB-2	ubiquitin ligase transport promoter	NEDD4	Preclinical
nabumetone	cyclooxygenase inhibitor	PTGS1, PTGS2	Launched
nadide	electron acceptor	AHCY, AKR1A1, ALDH2, BLVRA, DHPS, DLD, GALE, HMGCR, HSD17B1, HSD17B4, IMPDH2, MGAM, P2RY11, SORD, TRPM2	Launched
nadifloxacin	bacterial DNA gyrase inhibitor		Launched
nadolol	adrenergic receptor antagonist	ADRB1, ADRB2, ADRB3	Launched
NADPH		AASS, DPYD, GHSR, TXNRD1	Preclinical
nafadotride	dopamine receptor antagonist	DRD2, DRD3, HTR1A	Preclinical
nafamostat	serine protease inhibitor	ASIC1, ASIC2, ASIC3, C1R, PRSS1, TPSAB1, TRPM7	Launched
nafcillin	bacterial cell wall synthesis inhibitor	CYP1A2, CYP3A4, SLC22A6	Launched
naftidrofuryl	adrenergic receptor antagonist		Launched
naftifine	fungal squalene epoxidase inhibitor	SQLE	Launched
naftopidil	adrenergic receptor antagonist	ADRA1A	Launched
nalbuphine	opioid receptor agonist, opioid receptor antagonist	OPRD1, OPRK1, OPRM1	Launched
nalfurafine	opioid receptor agonist	OPRK1, OPRM1	Launched
nalidixic-acid	bacterial DNA gyrase inhibitor		Launched
nalmefene	opioid receptor antagonist	OPRD1, OPRK1, OPRM1	Launched
naloxegol	opioid receptor antagonist	OPRM1	Launched
naloxone	opioid receptor antagonist	CREB1, ESR1, OPRD1, OPRK1, OPRM1, TLR4	Launched
naloxone-benzoylhydrazone	opioid receptor antagonist	OPRK1, OPRM1	Preclinical
naltrexone	opioid receptor antagonist	OPRD1, OPRK1, OPRM1, SIGMAR1	Launched
naltriben	opioid receptor antagonist	OPRD1, OPRK1, OPRM1	Preclinical
naltrindole	opioid receptor antagonist	OPRD1, OPRK1, OPRM1	Preclinical
Nampt-IN-1			Preclinical
NAN-190	serotonin receptor agonist	ADRA1A, ADRA1B, ADRA1D, HTR1A, HTR1F	Preclinical
nanchangmycin	other antibiotic		Preclinical
nandrolone	imidazoline receptor agonist	AR, CYP19A1, MAOA, MAOB	Launched
nandrolone-decanoate	androgenic steroid	AR	Phase 1
napabucasin	STAT inhibitor	STAT3	Phase 3
naphazoline	adrenergic receptor agonist	ADRA1A, ADRA2A	Launched
naphthoquine-phosphate	antimalarial agent		Launched
napirimus	immunosuppressant		Phase 1
naproxen	cyclooxygenase inhibitor	PTGS1, PTGS2	Launched
narasin	antiprotozoal agent		Launched
naratriptan	serotonin receptor agonist	HTR1A, HTR1B, HTR1D, HTR1E, HTR1F	Launched
naringenin	aromatase inhibitor, TRPV antagonist	CYP19A1, CYP1B1, ESR2, GLO1, HSD17B1	Phase 1
naringeninic-acid		HCAR2, PTGR1	Phase 1
naringin	cytochrome P450 inhibitor	SLCO1A2	Preclinical
naringin-dihydrochalcone	cytochrome P450 inhibitor		Preclinical
narlaprevir	HCV inhibitor		Phase 2/Phase 3
nastorazepide	CCK receptor antagonist	CCKBR	Phase 2
natamycin	fungal ergosterol inhibitor		Launched
nateglinide	insulin secretagogue	ABCC8, KCNJ10, KCNJ11, PPARG	Launched
NAV-26	voltage-gated sodium channel blocker	SCN9A	Preclinical
navarixin	CC chemokine receptor antagonist	CXCR1, CXCR2	Phase 2
navitoclax	BCL inhibitor	BCL2, BCL2L1, BCL2L2	Phase 2
NBI-27914	corticosteroid releasing factor receptor antagonist	CRHR1	Preclinical
NBI-74330-(+/-)	CC chemokine receptor antagonist	CXCR3	Preclinical
NBQX	glutamate receptor antagonist	GRIA1, GRIA2, GRIA3, GRIA4, GRIK1, GRIN1, GRIN2A, GRIN2B	Preclinical
NCS-382	GABA receptor antagonist	GABBR1, GABBR2, SLC52A2	Preclinical
NDT-9513727	complement antagonist	C5AR1	Preclinical
NE-100	sigma receptor antagonist	SIGMAR1	Phase 2
nebivolol	adrenergic receptor antagonist	ADRB1, ADRB2	Launched
nebracetam	acetylcholine receptor agonist	CHRM1	Phase 3
NECA	adenosine receptor agonist	ADORA1, ADORA2A, ADORA2B, ADORA3, HSP90B1	Launched
necrostatin-1	RIPK inhibitor	RIPK1	Preclinical
necrostatin-2	necroptosis inhibitor, RIPK inhibitor	RIPK2	Preclinical
nedaplatin	DNA inhibitor		Launched
nedocromil	histamine receptor antagonist	CYSLTR1, CYSLTR2, FPR1, HSP90AA1, PTGDR	Launched
nefazodone	adrenergic inhibitor, norepinephrine reuptake inhibitor, serotonin receptor antagonist, serotonin reuptake inhibitor	ADRA1A, ADRA1B, ADRA2A, CYP3A4, HTR1A, HTR2A, HTR2C, SLC6A2, SLC6A3, SLC6A4	Withdrawn
nefiracetam	acetylcholine receptor agonist, benzodiazepine receptor agonist	CHRM1	Phase 3
nefopam	cyclooxygenase inhibitor		Launched
nelarabine	DNA synthesis inhibitor, T cell inhibitor	POLA1	Launched
nelfinavir	HIV protease inhibitor	CYP1A2, CYP2B6, CYP2C19, CYP2C9, CYP2D6, CYP3A4, CYP3A7	Launched
nemonapride	dopamine receptor antagonist	DRD2, DRD3, DRD4	Launched
nemorubicin	topoisomerase inhibitor	TOP1, TOP2A	Phase 2
neo-gilurytmal			Launched
neohesperidin			Preclinical
neohesperidin-dihydrochalcone			Preclinical
neomycin	bacterial 30S ribosomal subunit inhibitor	CXCR4	Launched
neomycin-sulfate	bacterial 30S ribosomal subunit inhibitor		Launched
neostigmine	acetylcholinesterase inhibitor	ACHE	Launched
nepafenac	cyclooxygenase inhibitor	PTGS1, PTGS2	Launched
nepicastat	dopamine beta hydroxylase inhibitor	DBH	Phase 2
