genes,smB_S1R1,smB_S1R2,smB_S1R3,smB_S1R4,smB_S2R1,smB_S2R2,smB_S2R3
ENSG00000206672,0,0,0,0,0,0,0
ENSG00000206674,1,0,0,0,0,0,0
ENSG00000206675,44,30,19,31,44,96,27
ENSG00000206676,0,0,0,0,0,0,0
ENSG00000206677,0,0,0,0,0,0,0
ENSG00000206678,0,0,0,0,0,0,0
ENSG00000206679,6,0,0,0,5,0,2
ENSG00000206680,0,0,0,0,0,0,0
ENSG00000206681,0,0,0,0,0,0,0
ENSG00000206682,0,0,0,0,0,0,0
ENSG00000206684,0,1,0,0,0,0,0
ENSG00000206685,0,0,0,0,0,0,0
ENSG00000206686,0,0,0,0,0,0,0
ENSG00000206687,0,0,0,0,0,0,0
ENSG00000206688,0,0,0,0,0,0,0
ENSG00000206690,0,0,0,0,0,0,0
ENSG00000206692,0,0,0,0,0,0,0
ENSG00000206693,0,0,0,0,0,0,0
ENSG00000206695,0,0,0,0,0,0,0
ENSG00000206697,0,0,0,0,0,0,0
ENSG00000206698,3,0,0,6,0,0,0
ENSG00000206699,0,0,0,1,0,0,0
ENSG00000206700,0,0,0,0,0,0,0
ENSG00000206701,0,0,0,0,0,0,0
ENSG00000206702,0,0,0,0,0,0,0
ENSG00000206703,0,0,0,0,0,0,0
ENSG00000206704,2,0,0,0,2,0,0
ENSG00000206705,0,4,1,0,0,0,2
ENSG00000206706,0,0,0,0,0,0,0
ENSG00000206708,0,0,0,0,0,0,0
ENSG00000206709,0,0,0,0,0,0,0
ENSG00000206710,0,0,0,0,0,0,0
ENSG00000206711,0,0,0,0,0,0,0
ENSG00000206712,0,0,0,0,0,0,0
ENSG00000206713,0,0,0,0,0,0,0
ENSG00000206714,0,0,0,0,0,0,0
ENSG00000206715,0,0,4,0,1,0,0
ENSG00000206716,0,0,0,0,0,0,0
ENSG00000206717,0,0,0,1,0,0,0
ENSG00000206718,0,0,0,0,0,0,0
ENSG00000206719,0,0,0,0,0,0,0
ENSG00000206721,0,0,0,0,0,0,0
ENSG00000206722,0,0,0,0,0,0,0
ENSG00000206723,0,0,0,0,0,0,0
ENSG00000206724,0,0,0,0,0,0,0
ENSG00000206725,0,0,0,0,0,0,0
ENSG00000206726,0,0,0,0,0,0,0
ENSG00000206727,0,0,0,0,0,0,0
ENSG00000206728,0,5,0,2,5,16,7
ENSG00000206729,0,0,0,0,0,0,0
ENSG00000206730,0,0,0,0,0,0,0
ENSG00000206731,4,0,0,0,2,0,2
ENSG00000206732,0,1,0,0,4,0,2
ENSG00000206733,0,0,0,0,0,0,0
ENSG00000206734,0,0,0,0,0,0,0
ENSG00000206737,0,0,0,1,0,0,0
ENSG00000206738,10,5,1,0,1,0,6
ENSG00000206739,8,1,0,22,11,8,1
ENSG00000206741,0,0,0,6,0,0,0
ENSG00000206743,3,4,4,4,3,2,8
ENSG00000206744,0,0,0,0,0,0,0
ENSG00000206745,0,0,0,0,0,0,0
ENSG00000206746,0,0,0,0,0,0,0
ENSG00000206747,1,3,2,6,1,0,0
ENSG00000206749,0,0,0,0,0,0,0
ENSG00000206751,0,0,0,0,0,0,0
ENSG00000206752,0,0,0,0,0,0,0
ENSG00000206754,7,4,4,4,12,4,5
ENSG00000206755,0,0,0,0,0,0,0
ENSG00000206756,8,13,5,0,0,0,2
ENSG00000206758,0,0,0,0,0,0,0
ENSG00000206759,0,4,1,0,0,0,0
ENSG00000206760,0,0,0,0,0,0,0
ENSG00000206762,58,27,46,37,28,11,24
ENSG00000206763,0,1,1,0,0,0,0
ENSG00000206764,0,0,0,0,0,0,0
ENSG00000206765,0,0,0,0,0,0,0
ENSG00000206766,0,0,0,0,0,0,0
ENSG00000206767,0,0,0,0,0,0,0
ENSG00000206768,2,7,7,8,3,16,0
ENSG00000206769,0,0,0,0,0,0,0
ENSG00000206770,0,0,0,0,0,0,0
ENSG00000206772,0,0,0,0,0,0,0
ENSG00000206774,0,0,0,0,0,0,0
ENSG00000206775,0,0,0,0,0,0,0
ENSG00000206776,0,0,0,0,0,0,0
ENSG00000206777,0,0,0,0,0,0,0
ENSG00000206778,0,0,0,0,0,0,0
ENSG00000206779,2,0,0,0,8,0,0
ENSG00000206780,0,0,0,0,0,0,0
ENSG00000206781,5,2,13,2,3,5,11
ENSG00000206782,0,0,0,0,0,0,0
ENSG00000206784,0,0,3,2,1,0,2
ENSG00000206785,0,0,0,0,0,0,0
ENSG00000206786,18,19,16,3,6,32,9
ENSG00000206787,0,0,0,0,0,0,0
ENSG00000206788,0,0,0,0,0,0,0
ENSG00000206790,0,0,0,0,0,0,0
ENSG00000206791,0,0,0,0,0,0,0
ENSG00000206792,0,0,0,0,0,0,0
ENSG00000206795,0,0,0,0,0,0,0
ENSG00000206796,0,0,0,0,0,0,0
ENSG00000206797,0,0,0,0,0,0,1
ENSG00000206799,0,0,0,0,0,0,0
ENSG00000206800,0,0,0,0,0,0,0
ENSG00000206801,0,0,0,0,0,0,0
ENSG00000206802,0,0,0,0,0,0,0
ENSG00000206803,0,0,0,0,0,0,0
ENSG00000206804,0,0,0,0,0,0,0
ENSG00000206805,0,0,0,0,0,0,0
ENSG00000206806,0,0,0,0,0,0,0
ENSG00000206807,0,0,0,0,0,0,0
ENSG00000206808,0,0,0,0,2,0,0
ENSG00000206811,0,0,0,0,0,0,0
ENSG00000206812,0,0,0,0,0,0,0
ENSG00000206813,0,0,0,0,0,0,0
ENSG00000206814,0,0,0,0,0,0,0
ENSG00000206815,0,0,0,0,0,0,0
ENSG00000206816,0,1,0,1,3,0,3
ENSG00000206817,0,0,0,0,0,0,0
ENSG00000206818,0,0,0,0,0,0,0
ENSG00000206819,16,8,0,0,0,10,2
ENSG00000206820,0,0,0,0,0,0,0
ENSG00000206822,0,5,1,0,0,0,2
ENSG00000206824,0,0,0,0,0,0,0
ENSG00000206826,0,0,0,0,0,0,0
ENSG00000206827,0,0,0,0,0,0,0
ENSG00000206828,9,3,5,6,2,6,7
ENSG00000206832,0,2,0,0,1,0,0
ENSG00000206833,0,0,0,0,0,0,0
ENSG00000206834,0,0,0,0,0,0,0
ENSG00000206835,0,0,0,0,0,0,0
ENSG00000206836,0,0,0,0,0,0,0
ENSG00000206838,1,2,2,0,1,6,2
ENSG00000206839,0,0,0,0,0,0,0
ENSG00000206840,0,0,0,0,0,0,0
ENSG00000206841,0,0,0,0,0,0,0
ENSG00000206842,0,0,0,0,0,0,0
ENSG00000206843,0,0,0,0,0,0,0
ENSG00000206844,0,0,0,0,0,0,0
ENSG00000206845,0,0,0,0,0,0,0
ENSG00000206846,0,1,4,1,0,4,12
ENSG00000206847,0,0,0,0,0,0,0
ENSG00000206848,12,4,4,0,7,1,2
ENSG00000206849,0,0,0,0,0,0,0
ENSG00000206850,0,0,0,0,0,0,0
ENSG00000206852,0,0,0,0,0,0,0
ENSG00000206853,0,0,0,0,0,0,0
ENSG00000206854,0,0,0,0,0,0,0
ENSG00000206855,1,0,0,0,0,0,0
ENSG00000206857,0,0,0,0,0,0,0
ENSG00000206858,0,0,0,0,0,0,0
ENSG00000206859,4,0,0,0,1,0,1
ENSG00000206862,2,0,0,1,0,0,0
ENSG00000206863,0,0,2,0,0,2,3
ENSG00000206864,0,0,0,0,0,0,0
ENSG00000206865,0,0,0,0,0,0,0
ENSG00000206866,0,0,0,0,0,0,0
ENSG00000206867,0,0,0,0,0,0,0
ENSG00000206869,32,19,21,25,48,49,21
ENSG00000206870,0,0,0,0,0,0,0
ENSG00000206871,0,0,0,0,0,0,0
ENSG00000206875,2,1,0,0,3,0,1
ENSG00000206877,0,0,0,0,0,0,0
ENSG00000206878,0,0,0,0,0,0,0
ENSG00000206880,0,0,0,0,9,0,1
ENSG00000206881,16,4,9,2,3,13,5
ENSG00000206882,0,0,0,0,0,0,0
ENSG00000206885,0,0,0,0,0,0,0
ENSG00000206886,0,0,0,0,0,0,0
ENSG00000206887,0,0,0,0,0,0,0
ENSG00000206888,27,8,11,1,4,0,13
ENSG00000206889,0,0,0,0,0,0,0
ENSG00000206891,0,0,0,0,0,0,0
ENSG00000206892,0,0,0,0,1,0,1
ENSG00000206895,0,0,0,0,0,0,0
ENSG00000206896,0,0,0,0,0,0,0
ENSG00000206897,4,3,2,0,0,0,0
ENSG00000206898,0,0,0,0,0,0,0
ENSG00000206899,0,0,0,0,0,0,0
ENSG00000206900,0,0,0,0,0,0,0
ENSG00000206901,0,0,0,0,0,0,0
ENSG00000206903,0,1,1,0,0,6,5
ENSG00000206905,0,0,0,0,0,0,0
ENSG00000206906,0,0,0,0,0,0,0
ENSG00000206907,0,0,0,0,0,0,0
ENSG00000206908,7,0,0,5,3,0,0
ENSG00000206909,0,0,0,0,0,0,0
ENSG00000206910,0,0,0,0,0,0,0
ENSG00000206911,0,0,0,0,0,0,0
ENSG00000206912,0,0,0,0,0,0,0
ENSG00000206913,22,19,18,6,25,41,18
ENSG00000206914,0,2,0,1,3,0,0
ENSG00000206915,0,0,0,0,0,0,0
ENSG00000206917,0,0,0,0,0,0,0
ENSG00000206918,0,0,0,0,0,0,0
ENSG00000206920,0,0,0,0,0,0,0
ENSG00000206921,0,0,0,0,0,0,0
ENSG00000206922,0,0,0,0,0,0,0
ENSG00000206923,0,0,0,0,0,0,0
ENSG00000206924,0,3,0,0,5,0,0
ENSG00000206925,0,0,0,0,1,0,0
ENSG00000206926,4,6,1,5,2,0,3
ENSG00000206927,0,1,0,0,0,0,0
ENSG00000206929,0,0,0,0,0,0,0
ENSG00000206931,0,0,0,0,0,1,0
ENSG00000206932,0,0,0,0,0,0,0
ENSG00000206935,0,0,0,0,0,0,0
ENSG00000206936,0,0,0,0,0,0,0
ENSG00000206937,1,1,1,4,5,0,1
ENSG00000206938,0,5,1,0,0,0,0
ENSG00000206939,0,0,0,0,0,0,0
ENSG00000206941,0,0,0,0,2,0,0
ENSG00000206944,0,0,0,0,0,0,0
ENSG00000206947,0,0,0,0,0,0,0
ENSG00000206948,0,0,0,0,0,0,0
ENSG00000206949,0,0,0,0,0,0,0
ENSG00000206950,0,0,0,0,0,0,0
ENSG00000206951,0,0,0,0,0,0,0
ENSG00000206952,0,0,0,0,0,0,0
ENSG00000206954,0,0,0,0,0,0,0
ENSG00000206957,0,0,0,0,0,0,0
ENSG00000206958,0,0,0,0,0,0,0
ENSG00000206959,0,0,0,0,0,0,1
ENSG00000206960,0,0,0,0,0,0,0
ENSG00000206961,0,0,0,0,0,0,0
ENSG00000206962,2,0,2,1,1,0,0
ENSG00000206963,0,0,0,0,0,2,0
ENSG00000206964,0,0,0,0,0,3,0
ENSG00000206965,9,10,7,9,12,6,10
ENSG00000206967,0,0,0,0,0,0,0
ENSG00000206969,5,4,0,5,1,0,0
ENSG00000206970,0,0,0,0,0,0,0
ENSG00000206972,0,0,0,0,0,0,0
ENSG00000206973,0,0,0,0,0,0,0
ENSG00000206974,0,0,0,0,0,0,0
ENSG00000206975,0,0,0,0,0,1,0
ENSG00000206976,5,1,3,3,1,6,4
ENSG00000206977,0,0,2,0,0,0,0
ENSG00000206978,0,0,0,0,0,0,0
ENSG00000206979,0,0,0,0,0,0,0
ENSG00000206980,0,0,0,0,0,0,0
ENSG00000206981,0,0,0,0,0,0,0
ENSG00000206982,0,0,0,0,0,0,0
ENSG00000206983,0,0,0,0,0,0,0
ENSG00000206985,1,1,1,12,5,0,0
ENSG00000206987,0,0,0,0,0,0,0
ENSG00000206989,0,0,0,0,0,0,0
ENSG00000206990,0,0,0,0,0,0,0
ENSG00000206991,1,7,2,0,5,6,3
ENSG00000206992,0,0,0,0,0,2,1
ENSG00000206995,14,4,1,10,20,20,3
ENSG00000206996,0,0,0,0,0,0,0
ENSG00000206997,0,0,0,0,0,0,0
ENSG00000206998,0,0,0,0,0,0,0
ENSG00000206999,0,0,0,0,0,0,0
ENSG00000207000,1,0,0,0,3,0,0
ENSG00000207001,0,0,0,0,0,0,0
ENSG00000207002,0,0,0,0,0,0,0
ENSG00000207003,0,2,2,10,4,3,1
ENSG00000207004,0,0,0,0,0,0,0
ENSG00000207005,9,4,2,4,3,0,0
ENSG00000207007,0,0,0,0,0,0,0
ENSG00000207008,0,3,3,4,0,1,0
ENSG00000207009,0,0,0,0,0,0,0
ENSG00000207010,0,0,0,0,0,0,0
ENSG00000207011,0,0,0,0,0,0,0
ENSG00000207012,0,0,0,0,0,0,0
ENSG00000207013,0,0,0,0,0,0,0
ENSG00000207014,0,0,0,0,0,0,0
ENSG00000207016,0,0,0,0,0,0,0
ENSG00000207019,0,0,0,0,0,0,0
ENSG00000207020,0,0,0,0,0,0,0
ENSG00000207021,0,0,0,0,0,4,3
ENSG00000207022,0,0,0,1,1,0,0
ENSG00000207023,0,0,0,7,0,0,0
ENSG00000207024,0,0,0,0,0,0,0
ENSG00000207025,0,0,0,0,0,0,0
ENSG00000207026,0,0,0,0,0,0,0
ENSG00000207027,0,0,0,0,0,0,0
ENSG00000207029,3,1,1,0,4,10,1
ENSG00000207031,16,22,11,19,8,18,11
ENSG00000207032,0,0,0,0,0,0,2
ENSG00000207033,0,0,0,0,0,0,0
ENSG00000207034,0,0,0,0,0,0,0
ENSG00000207036,5,7,12,1,9,6,10
ENSG00000207037,0,0,0,0,0,0,0
ENSG00000207039,0,0,0,0,0,0,0
ENSG00000207041,0,0,0,0,0,0,0
ENSG00000207042,3,0,0,0,0,0,0
ENSG00000207044,0,0,0,0,0,0,0
ENSG00000207045,0,0,0,0,0,0,0
ENSG00000207046,0,0,0,0,0,0,0
ENSG00000207047,0,0,0,0,0,2,0
ENSG00000207049,0,0,0,0,0,0,0
ENSG00000207051,0,0,0,0,0,0,0
ENSG00000207052,0,0,0,0,0,0,0
ENSG00000207053,0,3,0,0,5,0,2
ENSG00000207056,0,0,0,0,0,0,0
ENSG00000207058,0,0,0,0,0,0,0
ENSG00000207060,0,0,0,0,0,0,0
ENSG00000207061,0,0,0,0,0,0,0
ENSG00000207062,0,0,1,0,2,0,0
ENSG00000207063,0,0,0,0,0,0,0
ENSG00000207065,0,0,0,0,0,0,0
ENSG00000207067,0,0,0,0,0,0,0
ENSG00000207068,0,0,0,0,0,0,0
ENSG00000207069,0,0,0,0,0,0,0
ENSG00000207071,0,0,0,0,0,0,0
ENSG00000207072,0,1,0,0,0,0,0
ENSG00000207073,0,0,0,1,1,0,0
ENSG00000207075,0,0,0,0,0,0,0
ENSG00000207076,0,0,0,0,0,0,0
ENSG00000207077,0,0,0,0,0,0,0
ENSG00000207080,0,0,0,0,0,0,0
ENSG00000207081,0,0,0,0,0,0,0
ENSG00000207082,0,0,0,0,0,0,0
ENSG00000207083,0,0,0,0,0,0,0
ENSG00000207084,0,0,0,0,0,0,0
ENSG00000207086,0,3,0,0,0,0,0
ENSG00000207087,0,0,0,0,0,0,0
ENSG00000207088,3,0,9,1,3,3,2
ENSG00000207089,0,0,0,0,0,0,0
ENSG00000207090,7,0,12,5,8,9,3
ENSG00000207091,2,5,2,0,0,0,0
ENSG00000207092,12,0,7,1,3,14,1
ENSG00000207093,0,0,0,0,0,0,0
ENSG00000207094,0,0,0,0,0,0,0
ENSG00000207095,0,0,0,0,0,0,0
ENSG00000207097,0,0,0,0,0,0,0
ENSG00000207098,0,0,0,0,0,0,0
ENSG00000207099,0,0,0,0,0,0,0
ENSG00000207100,0,0,0,0,0,0,0
ENSG00000207101,0,0,0,0,0,0,0
ENSG00000207104,0,0,0,0,0,0,0
ENSG00000207105,6,1,0,3,2,0,1
ENSG00000207108,0,0,0,0,0,0,0
ENSG00000207109,0,0,2,1,0,0,1
ENSG00000207110,0,0,0,0,0,0,0
ENSG00000207112,0,0,0,0,0,0,0
ENSG00000207113,0,0,0,0,0,0,0
ENSG00000207114,0,0,0,0,0,0,0
ENSG00000207115,0,0,0,0,0,0,0
ENSG00000207116,0,0,0,0,0,0,0
ENSG00000207117,0,1,0,0,0,0,0
ENSG00000207118,0,0,0,0,0,0,0
ENSG00000207119,0,0,0,0,0,2,0
ENSG00000207121,0,0,0,0,0,0,0
ENSG00000207122,0,0,0,0,0,0,0
ENSG00000207123,0,0,0,0,0,0,0
ENSG00000207124,0,0,0,0,0,0,0
ENSG00000207127,0,0,0,0,0,0,0
ENSG00000207128,0,0,0,2,1,0,0
ENSG00000207129,0,0,0,0,0,0,0
ENSG00000207130,0,0,0,0,0,0,0
ENSG00000207131,0,0,0,0,0,0,0
ENSG00000207132,0,0,0,0,0,0,0
ENSG00000207133,0,0,0,0,0,0,0
ENSG00000207134,0,0,0,0,0,0,0
ENSG00000207135,0,0,0,0,0,0,0
ENSG00000207136,3,3,0,0,0,0,0
ENSG00000207137,0,0,0,0,0,0,0
ENSG00000207138,0,0,0,0,0,0,0
ENSG00000207139,0,0,0,0,1,0,0
ENSG00000207142,0,0,0,0,0,0,0
ENSG00000207144,4,0,2,1,0,4,1
ENSG00000207145,0,0,0,0,0,0,0
ENSG00000207146,0,0,0,0,0,0,0
ENSG00000207147,0,0,0,0,0,0,0
ENSG00000207148,0,0,0,0,0,0,0
ENSG00000207149,0,0,0,0,0,0,0
ENSG00000207150,0,0,0,0,0,0,0
ENSG00000207151,4,4,2,11,0,2,1
ENSG00000207153,0,0,0,0,0,0,0
ENSG00000207154,0,0,0,0,0,0,0
ENSG00000207155,19,3,8,0,30,6,1
ENSG00000207156,0,0,0,0,0,0,0
ENSG00000207157,0,0,0,0,0,0,0
ENSG00000207158,0,0,0,0,0,0,0
ENSG00000207160,0,1,0,0,0,0,1
ENSG00000207161,0,0,0,0,0,0,0
ENSG00000207162,0,0,0,0,0,0,0
ENSG00000207163,0,0,0,0,0,0,0
ENSG00000207164,0,0,0,0,0,0,0
ENSG00000207165,0,0,0,0,0,0,0
ENSG00000207166,0,0,0,0,0,0,0
ENSG00000207167,0,0,0,0,0,0,0
ENSG00000207168,0,0,0,0,0,0,0
ENSG00000207169,0,0,0,0,0,0,0
ENSG00000207170,3,0,0,0,0,0,0
ENSG00000207171,0,0,0,0,0,0,1
ENSG00000207172,0,0,0,0,0,0,0
ENSG00000207173,0,0,0,0,0,0,0
ENSG00000207174,0,0,0,0,0,0,0
ENSG00000207175,0,0,2,1,0,2,0
ENSG00000207176,0,0,0,0,0,0,0
ENSG00000207177,0,0,0,0,0,0,0
ENSG00000207178,0,0,0,0,0,0,0
ENSG00000207180,0,0,0,0,0,0,0
ENSG00000207181,4,0,0,0,1,0,0
ENSG00000207182,0,0,0,0,0,0,0
ENSG00000207183,0,0,0,0,0,0,0
ENSG00000207185,6,0,2,2,0,0,0
ENSG00000207186,15,0,7,7,3,14,3
ENSG00000207187,0,0,0,0,0,0,0
ENSG00000207189,0,2,0,0,0,0,1
ENSG00000207190,0,0,0,0,0,0,0
ENSG00000207191,0,0,0,1,0,0,0
ENSG00000207192,0,0,0,0,0,0,0
ENSG00000207193,0,0,0,0,0,0,0
ENSG00000207194,6,9,1,2,3,5,0
ENSG00000207195,0,0,0,0,0,0,0
ENSG00000207196,0,0,0,0,0,0,0
ENSG00000207197,0,0,0,0,0,0,0
ENSG00000207198,0,0,0,0,0,0,0
ENSG00000207199,0,0,0,0,0,0,0
ENSG00000207200,0,0,0,0,0,0,0
ENSG00000207201,0,0,0,0,0,0,0
ENSG00000207202,0,0,0,0,0,0,0
ENSG00000207203,0,0,0,0,0,0,0
ENSG00000207204,0,0,0,0,0,0,0
ENSG00000207205,0,1,0,6,2,0,3
ENSG00000207206,0,0,0,0,0,0,0
ENSG00000207207,0,0,0,0,0,0,0
ENSG00000207208,0,0,0,5,4,0,1
ENSG00000207209,0,0,0,0,0,0,0
ENSG00000207210,0,0,0,0,0,0,0
ENSG00000207214,0,0,0,0,0,0,0
ENSG00000207215,0,0,0,0,0,0,0
ENSG00000207217,0,0,6,0,0,0,3
ENSG00000207218,0,0,0,0,0,0,0
ENSG00000207220,0,0,0,0,0,0,0
ENSG00000207221,2,0,0,2,1,0,0
ENSG00000207222,0,0,0,0,0,0,0
ENSG00000207223,0,0,5,0,1,2,0
ENSG00000207225,0,0,0,0,0,0,0
ENSG00000207227,0,0,0,0,0,0,0
ENSG00000207229,0,0,0,0,0,0,0
ENSG00000207231,0,0,0,0,0,0,0
ENSG00000207233,5,0,2,0,1,0,3
ENSG00000207234,2,4,2,4,4,0,7
ENSG00000207235,0,0,0,0,0,0,0
ENSG00000207237,0,0,0,0,0,0,0
ENSG00000207240,0,0,0,0,0,0,0
ENSG00000207241,0,0,0,0,0,0,0
ENSG00000207242,0,0,0,0,0,0,0
ENSG00000207243,0,0,0,0,0,0,0
ENSG00000207244,0,0,0,0,0,0,0
ENSG00000207245,0,0,0,0,0,0,0
ENSG00000207247,0,0,0,0,0,0,0
ENSG00000207248,4,0,0,0,0,0,0
ENSG00000207249,0,0,0,0,0,0,0
ENSG00000207251,0,0,0,0,0,0,0
ENSG00000207252,0,0,0,0,0,0,0
ENSG00000207255,0,0,0,0,0,0,0
ENSG00000207256,2,0,1,0,0,0,0
ENSG00000207257,0,0,0,0,0,0,0
ENSG00000207258,0,0,0,0,0,0,0
ENSG00000207260,0,0,0,0,0,0,0
ENSG00000207261,0,0,0,0,0,0,0
ENSG00000207263,0,0,0,0,0,0,0
ENSG00000207264,0,0,0,0,0,0,0
ENSG00000207265,0,0,0,0,0,0,0
ENSG00000207266,0,0,0,0,0,0,0
ENSG00000207267,3,0,0,0,3,0,0
ENSG00000207268,0,0,0,0,0,0,0
ENSG00000207269,0,0,0,0,0,0,0
ENSG00000207270,0,0,0,0,0,0,0
ENSG00000207271,0,0,0,0,0,0,0
ENSG00000207274,0,0,0,0,0,0,0
ENSG00000207275,0,0,0,0,0,0,0
ENSG00000207276,0,0,0,0,0,0,1
ENSG00000207277,0,1,0,0,0,0,0
ENSG00000207278,0,0,0,0,0,0,0
ENSG00000207279,0,0,0,0,0,0,0
ENSG00000207280,0,0,0,0,0,0,0
ENSG00000207281,0,0,0,0,0,0,0
ENSG00000207282,0,0,0,0,0,0,0
ENSG00000207283,0,0,0,0,0,0,0
ENSG00000207286,0,0,0,0,2,0,0
ENSG00000207287,0,0,0,0,0,0,0
ENSG00000207289,0,0,0,0,0,0,0
ENSG00000207290,0,0,0,0,0,0,0
ENSG00000207291,0,0,1,0,0,0,0
ENSG00000207292,0,0,0,0,0,0,0
ENSG00000207293,0,0,0,0,0,0,0
ENSG00000207294,0,0,1,0,0,0,0
ENSG00000207295,0,0,0,0,0,0,1
ENSG00000207296,0,0,0,0,0,0,0
ENSG00000207297,0,0,0,0,0,0,0
ENSG00000207298,0,0,0,0,0,0,0
ENSG00000207299,0,0,0,0,0,0,0
ENSG00000207300,0,0,0,0,0,0,0
ENSG00000207302,0,0,0,0,0,0,0
ENSG00000207303,0,0,0,0,0,0,0
ENSG00000207304,0,0,0,0,0,0,0
ENSG00000207305,0,0,0,0,0,0,0
ENSG00000207306,0,0,0,1,3,7,0
ENSG00000207307,0,0,0,0,0,0,0
ENSG00000207308,2,1,0,7,8,0,2
ENSG00000207309,0,0,0,0,0,0,0
ENSG00000207310,0,4,0,0,1,2,0
ENSG00000207312,0,0,0,0,0,0,0
ENSG00000207313,0,1,1,5,5,4,1
ENSG00000207316,0,0,0,0,0,0,0
ENSG00000207317,0,0,0,0,0,0,0
ENSG00000207318,0,0,0,0,0,0,0
ENSG00000207319,0,0,0,0,0,0,0
ENSG00000207320,3,4,2,0,2,1,2
ENSG00000207321,0,0,0,0,0,0,0
ENSG00000207322,0,0,0,0,0,0,0
ENSG00000207323,0,0,0,0,0,0,0
ENSG00000207325,0,0,1,0,8,9,0
ENSG00000207326,1,1,1,0,0,0,0
ENSG00000207327,0,3,0,0,1,0,0
ENSG00000207328,0,0,0,0,0,0,0
ENSG00000207329,0,0,0,0,0,0,0
ENSG00000207330,0,0,0,0,0,0,0
ENSG00000207331,0,0,0,0,0,0,0
ENSG00000207332,0,0,0,0,0,0,0
ENSG00000207333,2,0,0,1,1,0,0
ENSG00000207334,0,0,0,0,0,0,0
ENSG00000207336,5,1,1,11,4,5,3
ENSG00000207338,0,0,0,0,0,0,0
ENSG00000207340,0,0,0,0,0,0,0
ENSG00000207341,0,0,0,0,0,0,0
ENSG00000207342,0,0,2,3,6,0,0
ENSG00000207343,0,0,0,0,0,0,0
ENSG00000207344,0,0,2,0,1,3,0
ENSG00000207345,0,0,0,0,0,0,0
ENSG00000207347,0,0,0,0,0,0,0
ENSG00000207349,0,0,0,0,0,0,0
ENSG00000207351,0,0,0,0,0,0,0
ENSG00000207352,0,2,0,0,0,0,0
ENSG00000207355,2,1,0,0,1,0,1
ENSG00000207356,0,0,0,0,0,0,0
ENSG00000207357,0,0,0,0,0,0,0
ENSG00000207359,2,1,0,0,0,3,1
ENSG00000207360,0,0,0,0,0,0,0
ENSG00000207361,0,0,0,0,0,0,0
ENSG00000207362,9,1,0,1,0,5,1
ENSG00000207363,0,0,0,0,0,0,0
ENSG00000207364,0,0,0,0,0,0,0
ENSG00000207365,0,3,0,1,2,0,0
ENSG00000207366,0,0,0,0,0,0,0
ENSG00000207367,0,0,0,0,0,0,0
ENSG00000207368,0,5,0,4,4,5,8
ENSG00000207369,0,0,0,3,0,0,0
ENSG00000207370,15,20,8,17,11,26,8
ENSG00000207371,0,0,0,0,0,0,0
ENSG00000207375,0,0,0,0,0,0,0
ENSG00000207378,12,2,0,1,6,2,7
ENSG00000207379,0,0,0,0,0,0,0
ENSG00000207380,6,0,0,0,0,0,0
ENSG00000207381,0,0,0,0,0,0,0
ENSG00000207382,0,0,0,0,0,0,0
ENSG00000207383,0,0,0,0,0,0,0
ENSG00000207384,0,0,0,0,0,0,0
ENSG00000207385,0,0,0,0,1,0,0
ENSG00000207386,0,0,0,0,0,0,0
ENSG00000207387,0,0,0,0,0,0,0
ENSG00000207389,0,0,0,0,0,0,0
ENSG00000207391,0,0,0,0,0,0,0
ENSG00000207392,1,0,0,1,0,4,1
ENSG00000207393,1,2,1,2,2,4,4
ENSG00000207394,0,0,0,0,0,0,0
ENSG00000207395,0,0,0,0,0,0,0
ENSG00000207397,0,0,0,0,0,0,0
ENSG00000207399,10,6,8,0,17,10,7
ENSG00000207401,0,0,0,0,0,0,0
ENSG00000207402,0,0,0,0,0,0,0
ENSG00000207403,0,0,0,0,0,0,0
ENSG00000207404,1,0,0,0,0,0,0
ENSG00000207405,0,0,0,0,0,0,0
ENSG00000207406,0,0,0,0,0,0,0
ENSG00000207407,0,0,0,0,0,0,0
ENSG00000207408,0,0,0,0,0,0,0
ENSG00000207410,0,0,0,0,0,0,0
ENSG00000207411,0,0,0,0,0,0,0
ENSG00000207412,2,1,1,0,0,0,0
ENSG00000207414,0,0,0,0,0,0,0
ENSG00000207415,0,0,0,0,0,0,0
ENSG00000207416,0,0,0,0,0,0,0
ENSG00000207417,0,5,0,0,0,0,0
ENSG00000207419,0,0,0,0,0,0,0
ENSG00000207420,0,0,0,0,0,0,0
ENSG00000207421,0,0,0,0,0,0,0
ENSG00000207422,0,0,0,0,0,0,0
ENSG00000207425,1,0,0,7,0,0,0
ENSG00000207426,0,3,0,0,0,0,0
ENSG00000207428,0,0,0,0,0,0,0
ENSG00000207430,0,0,0,0,0,0,0
ENSG00000207431,0,0,0,0,0,0,0
ENSG00000207432,0,0,0,0,0,0,0
ENSG00000207433,0,0,0,1,0,3,0
ENSG00000207434,0,0,0,0,0,0,0
ENSG00000207435,0,0,0,0,0,0,0
ENSG00000207438,0,0,0,2,0,0,0
ENSG00000207439,0,0,0,0,0,0,0
ENSG00000207440,0,0,0,0,0,0,0
ENSG00000207441,0,0,0,0,0,0,0
ENSG00000207442,0,0,0,0,0,0,0
ENSG00000207443,0,0,0,0,0,0,0
ENSG00000207444,11,7,1,3,3,7,8
ENSG00000207445,12,4,11,14,18,7,16
ENSG00000207448,0,0,0,0,0,0,0
